id,region,res1,res2,res3,res4,res5,res6
161,los_angeles,603,650,299,586,597,466
162,los_angeles,334,68,562,75,493,498
163,los_angeles,120,466,463,244,368,17
164,los_angeles,288,119,284,222,336,474
165,los_angeles,4,134,146,222,516,642
166,los_angeles,75,318,489,179,44,378
167,los_angeles,439,408,262,174,206,314
168,los_angeles,227,16,60,119,516,148
169,los_angeles,239,148,151,262,545,302
170,los_angeles,524,86,137,653,153,148
171,los_angeles,608,408,379,137,86,308
172,los_angeles,197,60,227,278,75,671
173,los_angeles,643,186,608,299,222,407
174,los_angeles,239,174,553,545,608,146
175,los_angeles,541,398,106,67,523,519
176,los_angeles,284,589,523,399,516,106
177,los_angeles,148,262,379,586,650,209
178,los_angeles,620,418,116,199,659,576
179,los_angeles,652,288,643,284,78,407
180,los_angeles,246,307,168,400,199,620
181,los_angeles,644,603,586,299,223,164
182,los_angeles,423,497,75,28,478,288
183,los_angeles,409,639,492,373,236,217
184,los_angeles,652,78,569,333,284,286
185,los_angeles,157,28,562,54,95,275
186,los_angeles,223,603,90,405,620,636
187,los_angeles,221,432,323,222,219,546
188,los_angeles,643,106,553,65,67,432
189,los_angeles,564,640,418,168,116,246
190,los_angeles,563,659,250,260,283,357
191,los_angeles,409,217,449,492,454,253
192,los_angeles,318,508,179,114,75,430
193,los_angeles,349,597,563,164,223,294
194,los_angeles,449,238,558,656,181,217
195,los_angeles,597,595,148,309,364,612
196,los_angeles,409,639,558,454,625,373
197,los_angeles,608,241,597,546,661,186
198,los_angeles,652,284,17,642,146,555
199,los_angeles,659,357,620,225,377,218
200,los_angeles,146,507,545,239,174,543
201,los_angeles,643,146,227,543,545,546
202,los_angeles,227,60,133,16,453,64
203,los_angeles,67,541,156,519,582,523
204,los_angeles,635,294,407,597,546,368
205,los_angeles,558,492,675,658,639,585
206,los_angeles,497,489,378,478,318,113
207,los_angeles,523,278,546,219,25,227
208,los_angeles,646,652,78,431,329,146
209,los_angeles,127,661,356,597,434,226
210,los_angeles,146,642,239,1,134,652
211,los_angeles,120,620,189,463,368,244
212,los_angeles,103,163,83,13,525,379
213,los_angeles,620,116,199,246,659,357
214,los_angeles,597,349,364,239,603,595
215,los_angeles,643,612,245,545,597,294
216,los_angeles,134,284,642,432,221,17
217,los_angeles,545,30,209,34,222,232
218,los_angeles,116,199,620,659,168,223
219,los_angeles,409,373,449,389,558,656
220,los_angeles,4,146,286,516,339,149
221,los_angeles,418,620,659,260,116,199
222,los_angeles,146,17,652,134,70,239
223,los_angeles,186,255,527,545,239,643
224,los_angeles,423,91,276,310,633,646
225,los_angeles,608,408,349,379,597,545
226,los_angeles,167,2,70,265,643,644
227,los_angeles,343,175,226,164,661,563
228,los_angeles,78,288,652,336,286,318
229,los_angeles,158,20,606,585,492,253
230,los_angeles,78,222,652,565,1,643
231,los_angeles,558,6,257,600,303,366
232,los_angeles,603,586,644,223,611,299
233,los_angeles,478,652,106,671,407,133
234,los_angeles,642,380,498,424,134,359
235,los_angeles,398,106,67,519,60,318
236,los_angeles,262,1,151,30,545,239
237,los_angeles,67,207,19,227,508,106
238,los_angeles,608,308,408,1,222,501
239,los_angeles,643,407,444,17,608,167
240,los_angeles,644,636,282,223,620,576
241,los_angeles,30,2,543,146,643,1
242,los_angeles,620,10,120,223,164,116
243,los_angeles,133,60,546,227,75,54
244,los_angeles,144,661,437,62,379,655
245,los_angeles,489,421,331,75,227,106
246,los_angeles,106,541,67,222,166,427
247,los_angeles,199,223,187,116,90,405
248,los_angeles,141,495,595,645,244,178
249,los_angeles,115,88,609,53,407,420
250,los_angeles,27,564,640,447,418,105
251,los_angeles,395,546,222,474,284,4
252,los_angeles,597,52,595,203,364,375
253,los_angeles,603,586,223,368,620,644
254,los_angeles,368,294,10,620,299,29
255,los_angeles,620,640,418,10,636,223
256,los_angeles,52,612,299,148,174,186
257,los_angeles,284,314,115,642,336,288
258,los_angeles,75,28,452,489,54,227
259,los_angeles,661,546,368,563,241,244
260,los_angeles,148,34,392,137,488,4
261,los_angeles,546,379,241,441,163,635
262,los_angeles,608,546,379,408,653,543
263,los_angeles,119,342,568,34,542,516
264,los_angeles,407,19,609,423,643,598
265,los_angeles,146,2,516,545,148,4
266,los_angeles,409,373,454,238,639,360
267,los_angeles,174,239,148,146,545,349
268,los_angeles,223,586,620,164,603,418
269,los_angeles,75,78,113,25,156,438
270,los_angeles,418,90,260,199,223,659
271,los_angeles,170,527,336,314,174,500
272,los_angeles,409,449,60,454,637,217
273,los_angeles,349,595,597,603,551,653
274,los_angeles,407,595,636,148,344,4
275,los_angeles,146,4,516,52,660,196
276,los_angeles,219,227,25,421,54,60
277,los_angeles,488,137,516,509,255,16
278,los_angeles,661,597,175,437,463,226
279,los_angeles,659,348,164,294,218,31
280,los_angeles,659,620,418,576,223,225
281,los_angeles,511,179,78,166,19,508
282,los_angeles,650,644,2,586,126,412
283,los_angeles,595,148,586,229,597,603
284,los_angeles,244,368,466,463,223,120
285,los_angeles,164,223,644,636,611,250
286,los_angeles,372,236,454,492,639,409
287,los_angeles,218,659,418,225,563,495
288,los_angeles,64,4,523,613,516,494
289,los_angeles,620,418,426,640,187,564
290,los_angeles,308,608,597,408,58,309
291,los_angeles,597,229,575,364,309,595
292,los_angeles,236,81,585,20,492,639
293,los_angeles,174,52,368,602,597,575
294,los_angeles,99,459,37,205,517,529
295,los_angeles,645,52,133,343,476,612
296,los_angeles,222,53,432,308,233,608
297,los_angeles,586,148,314,16,474,349
298,los_angeles,652,333,78,407,179,106
299,los_angeles,644,307,640,105,370,246
300,los_angeles,558,238,181,449,656,217
301,los_angeles,625,360,454,449,238,271
302,los_angeles,227,4,476,516,407,60
303,los_angeles,44,652,78,489,351,438
304,los_angeles,527,148,146,30,262,543
305,los_angeles,19,598,333,131,114,78
306,los_angeles,418,357,503,576,469,218
307,los_angeles,4,516,146,507,601,137
308,los_angeles,511,131,333,78,652,19
309,los_angeles,314,642,115,565,170,474
310,los_angeles,521,336,351,275,102,106
311,los_angeles,402,621,148,332,527,644
312,los_angeles,349,597,551,337,612,148
313,los_angeles,597,86,364,162,241,595
314,los_angeles,437,595,226,229,244,189
315,los_angeles,603,659,576,556,586,383
316,los_angeles,44,407,227,583,133,318
317,los_angeles,597,661,595,563,10,226
318,los_angeles,349,545,586,148,1,137
319,los_angeles,654,605,474,547,580,140
320,los_angeles,408,608,439,206,635,146
321,los_angeles,255,542,392,52,595,509
322,los_angeles,148,457,450,612,302,621
323,los_angeles,151,262,148,239,545,433
324,los_angeles,294,19,598,244,563,636
325,los_angeles,34,137,523,284,516,552
326,los_angeles,586,603,299,644,52,407
327,los_angeles,675,492,585,600,253,257
328,los_angeles,223,586,620,299,368,164
329,los_angeles,52,523,278,516,294,34
330,los_angeles,106,380,398,179,318,493
331,los_angeles,644,603,595,10,611,230
332,los_angeles,67,156,519,166,179,497
333,los_angeles,12,427,156,166,579,106
334,los_angeles,106,380,398,318,179,166
335,los_angeles,334,78,652,54,397,106
336,los_angeles,75,227,60,54,489,671
337,los_angeles,4,227,516,342,284,527
338,los_angeles,553,608,475,87,232,137
339,los_angeles,497,75,489,227,562,423
340,los_angeles,227,16,542,568,60,34
341,los_angeles,497,334,75,652,113,493
342,los_angeles,78,496,652,75,318,407
343,los_angeles,4,146,197,543,148,527
344,los_angeles,222,474,432,284,53,591
345,los_angeles,597,86,349,524,241,546
346,los_angeles,597,203,364,375,229,241
347,los_angeles,379,174,597,121,146,653
348,los_angeles,659,223,446,644,250,503
349,los_angeles,630,78,399,288,286,333
350,los_angeles,508,318,438,179,207,288
351,los_angeles,558,637,257,181,271,158
352,los_angeles,503,223,563,225,116,199
353,los_angeles,583,222,44,75,423,78
354,los_angeles,652,489,113,78,106,562
355,los_angeles,223,405,503,603,620,586
356,los_angeles,148,137,545,608,146,87
357,los_angeles,219,227,25,421,54,60
358,los_angeles,452,28,75,54,252,378
359,los_angeles,652,78,333,106,131,288
360,los_angeles,78,318,131,583,333,106
361,los_angeles,409,585,492,267,628,81
362,los_angeles,636,223,503,586,563,299
363,los_angeles,609,255,597,443,645,542
364,los_angeles,67,508,119,288,12,666
365,los_angeles,612,52,148,299,227,230
366,los_angeles,460,174,586,299,198,527
367,los_angeles,222,642,284,432,53,134
368,los_angeles,134,642,565,284,221,17
369,los_angeles,418,199,620,659,116,428
370,los_angeles,212,663,429,287,521,437
371,los_angeles,318,75,106,179,78,398
372,los_angeles,643,299,174,368,609,76
373,los_angeles,661,379,137,174,597,133
374,los_angeles,284,134,642,478,407,288
375,los_angeles,379,11,399,13,152,516
376,los_angeles,501,21,644,26,446,125
377,los_angeles,75,28,54,452,489,79
378,los_angeles,492,675,271,181,184,217
379,los_angeles,644,636,586,603,611,524
380,los_angeles,564,223,246,640,418,105
381,los_angeles,299,611,586,603,223,602
382,los_angeles,78,652,288,643,448,336
383,los_angeles,290,476,196,635,294,437
384,los_angeles,608,635,408,206,653,239
385,los_angeles,223,603,466,636,199,383
386,los_angeles,608,399,635,137,441,546
387,los_angeles,144,575,375,203,159,602
388,los_angeles,656,449,181,217,558,238
389,los_angeles,636,603,576,223,282,10
390,los_angeles,418,620,659,199,116,225
391,los_angeles,452,28,75,378,54,489
392,los_angeles,239,148,151,262,545,302
393,los_angeles,661,294,597,52,379,244
394,los_angeles,636,223,10,576,524,349
395,los_angeles,600,409,236,257,625,267
396,los_angeles,284,134,498,642,652,565
397,los_angeles,181,449,238,656,217,558
398,los_angeles,244,199,368,463,225,188
399,los_angeles,563,636,383,627,142,495
400,los_angeles,523,34,399,137,4,630
401,los_angeles,427,579,129,12,200,609
402,los_angeles,644,164,612,603,148,86
403,los_angeles,661,503,223,199,225,226
404,los_angeles,432,53,137,591,222,399
405,los_angeles,246,627,187,370,307,242
406,los_angeles,4,644,527,30,16,423
407,los_angeles,148,450,457,667,460,126
408,los_angeles,146,4,527,545,151,148
409,los_angeles,106,166,398,559,202,319
410,los_angeles,303,409,625,637,236,639
411,los_angeles,166,106,318,179,508,333
412,los_angeles,597,229,364,575,309,595
413,los_angeles,65,200,227,60,643,508
414,los_angeles,519,106,67,179,227,318
415,los_angeles,65,390,85,4,18,591
416,los_angeles,342,273,327,642,362,419
417,los_angeles,644,636,223,603,669,586
418,los_angeles,640,620,418,564,426,659
419,los_angeles,452,79,179,318,227,75
420,los_angeles,60,227,219,421,54,438
421,los_angeles,98,300,645,88,37,420
422,los_angeles,597,115,170,229,595,575
423,los_angeles,418,659,199,620,116,627
424,los_angeles,30,148,527,542,262,197
425,los_angeles,127,437,4,661,597,434
426,los_angeles,598,333,183,643,645,529
427,los_angeles,438,478,632,75,247,350
428,los_angeles,649,644,379,174,31,458
429,los_angeles,164,469,495,141,636,10
430,los_angeles,265,30,410,314,550,170
431,los_angeles,131,598,630,19,67,529
432,los_angeles,568,126,146,488,11,239
433,los_angeles,608,174,52,245,239,545
434,los_angeles,650,644,203,603,138,174
435,los_angeles,630,52,201,288,448,19
436,los_angeles,598,106,333,19,131,643
437,los_angeles,314,642,115,565,170,474
438,los_angeles,420,609,407,115,88,227
439,los_angeles,432,420,643,609,591,115
440,los_angeles,636,644,164,603,223,282
441,los_angeles,379,527,630,16,4,542
442,los_angeles,597,612,595,148,364,349
443,los_angeles,558,492,373,639,409,271
444,los_angeles,164,644,282,90,223,405
445,los_angeles,495,659,446,169,21,90
446,los_angeles,125,653,402,621,379,644
0,new_orleans,498,221,493,562,216,227
1,new_orleans,63,164,246,469,10,627
2,new_orleans,468,390,473,599,247,464
3,new_orleans,337,294,186,663,612,551
4,new_orleans,369,380,106,333,398,652
5,new_orleans,675,490,124,526,515,136
6,new_orleans,626,602,348,153,603,649
7,new_orleans,546,379,635,441,64,613
8,new_orleans,105,640,370,564,447,242
9,new_orleans,360,180,372,267,628,81
10,new_orleans,5,521,537,573,444,331
11,new_orleans,106,380,369,333,131,288
12,new_orleans,78,652,439,545,565,436
13,new_orleans,78,652,590,288,491,496
14,new_orleans,675,585,634,136,629,628
15,new_orleans,369,589,541,44,64,507
16,new_orleans,275,333,78,562,496,493
17,new_orleans,669,43,525,26,644,586
18,new_orleans,78,652,288,336,491,204
19,new_orleans,191,635,174,128,514,433
20,new_orleans,573,219,75,489,378,671
21,new_orleans,549,675,267,74,73,256
22,new_orleans,351,247,464,145,537,442
23,new_orleans,263,552,565,61,193,64
24,new_orleans,640,105,370,564,426,307
25,new_orleans,113,512,343,44,219,75
26,new_orleans,428,418,659,199,576,164
27,new_orleans,106,369,380,398,333,493
28,new_orleans,350,22,631,276,624,204
29,new_orleans,369,380,541,106,427,67
30,new_orleans,576,244,223,116,199,659
31,new_orleans,643,76,299,612,614,615
32,new_orleans,576,405,603,164,10,659
33,new_orleans,453,58,293,61,288,488
34,new_orleans,652,369,482,78,642,517
35,new_orleans,644,370,246,187,164,120
36,new_orleans,395,580,210,642,143,17
37,new_orleans,595,178,162,524,163,148
38,new_orleans,420,588,644,642,134,565
39,new_orleans,219,369,227,60,546,133
40,new_orleans,233,642,134,565,220,186
41,new_orleans,576,418,116,620,199,659
42,new_orleans,675,490,124,526,515,136
43,new_orleans,380,333,106,166,435,369
44,new_orleans,445,114,529,318,521,207
45,new_orleans,369,293,380,113,616,192
46,new_orleans,675,490,124,526,515,136
47,new_orleans,418,428,199,640,447,116
48,new_orleans,675,490,124,526,515,136
49,new_orleans,206,507,174,635,548,450
50,new_orleans,106,517,496,333,131,288
51,new_orleans,318,75,671,179,369,573
52,new_orleans,588,662,524,638,645,551
53,new_orleans,75,573,489,110,632,493
54,new_orleans,642,134,673,565,392,221
55,new_orleans,369,106,482,562,288,652
56,new_orleans,508,75,489,60,207,519
57,new_orleans,545,40,332,302,349,14
58,new_orleans,482,652,68,288,336,517
59,new_orleans,162,178,595,141,626,203
60,new_orleans,278,293,197,206,56,52
61,new_orleans,659,603,405,418,576,116
62,new_orleans,642,134,284,17,64,565
63,new_orleans,241,635,411,86,546,653
64,new_orleans,573,369,671,489,75,25
65,new_orleans,661,428,312,476,10,164
66,new_orleans,379,152,613,431,144,516
67,new_orleans,322,327,589,273,453,119
68,new_orleans,172,556,115,98,88,230
69,new_orleans,565,78,288,652,293,491
70,new_orleans,453,642,380,228,134,565
71,new_orleans,369,507,343,509,293,288
72,new_orleans,675,490,124,526,515,136
73,new_orleans,443,516,476,241,411,264
74,new_orleans,369,64,541,589,507,494
75,new_orleans,496,645,300,420,517,336
76,new_orleans,185,106,0,520,319,358
77,new_orleans,541,166,519,427,216,67
78,new_orleans,627,169,307,418,620,27
79,new_orleans,353,368,120,189,357,636
80,new_orleans,106,380,398,67,519,369
81,new_orleans,541,508,288,438,106,519
82,new_orleans,635,457,148,460,206,450
83,new_orleans,284,286,288,395,420,642
84,new_orleans,652,288,496,78,438,133
85,new_orleans,675,272,558,561,243,94
86,new_orleans,453,612,186,642,64,133
87,new_orleans,102,219,493,498,117,68
88,new_orleans,608,408,60,133,635,612
89,new_orleans,134,642,565,17,673,652
90,new_orleans,219,438,60,49,227,546
91,new_orleans,99,496,407,517,205,292
92,new_orleans,637,271,634,374,389,675
93,new_orleans,546,392,349,227,255,308
94,new_orleans,675,585,634,136,629,628
95,new_orleans,293,635,516,453,308,343
96,new_orleans,78,343,75,113,652,293
97,new_orleans,509,137,308,488,61,263
98,new_orleans,616,652,288,78,293,369
99,new_orleans,223,246,603,644,164,636
100,new_orleans,164,10,469,63,524,595
101,new_orleans,255,33,563,89,662,142
102,new_orleans,659,418,27,564,162,175
103,new_orleans,675,73,561,94,93,243
104,new_orleans,134,565,288,80,642,284
105,new_orleans,659,576,418,446,90,644
106,new_orleans,60,255,661,369,294,227
107,new_orleans,195,154,526,124,515,136
108,new_orleans,489,75,573,207,113,157
109,new_orleans,106,380,369,398,493,318
110,new_orleans,616,164,369,192,496,497
111,new_orleans,333,106,131,398,380,652
112,new_orleans,227,60,369,234,75,28
113,new_orleans,113,219,323,438,531,75
114,new_orleans,643,284,517,496,134,420
115,new_orleans,641,452,295,421,565,49
116,new_orleans,491,122,286,288,139,547
117,new_orleans,246,283,187,116,627,576
118,new_orleans,15,633,594,478,482,350
119,new_orleans,585,373,271,389,639,454
120,new_orleans,294,369,428,290,469,612
121,new_orleans,75,573,489,275,435,508
122,new_orleans,227,541,369,216,380,67
123,new_orleans,428,175,120,226,144,116
124,new_orleans,636,576,223,383,556,659
125,new_orleans,643,134,642,565,17,221
126,new_orleans,364,597,595,245,615,241
127,new_orleans,576,418,659,405,164,90
128,new_orleans,44,351,497,622,607,541
129,new_orleans,369,497,343,293,505,75
130,new_orleans,318,519,227,179,508,207
131,new_orleans,645,300,420,122,311,643
132,new_orleans,675,490,124,526,515,136
133,new_orleans,380,508,521,106,369,398
134,new_orleans,675,585,634,136,629,628
135,new_orleans,491,478,642,482,95,102
136,new_orleans,588,420,609,521,476,122
137,new_orleans,675,490,124,526,515,136
138,new_orleans,612,230,402,174,144,595
139,new_orleans,52,294,563,428,612,142
140,new_orleans,398,407,192,354,517,482
141,new_orleans,288,131,652,333,78,179
142,new_orleans,587,314,528,403,472,240
143,new_orleans,78,652,565,53,9,654
144,new_orleans,541,380,519,398,369,493
145,new_orleans,64,453,60,133,488,227
146,new_orleans,380,106,334,398,369,102
147,new_orleans,318,179,541,227,106,75
148,new_orleans,675,366,577,256,257,374
149,new_orleans,369,64,133,134,60,589
150,new_orleans,106,562,380,493,369,75
151,new_orleans,659,595,163,162,120,615
152,new_orleans,293,174,148,41,305,332
153,new_orleans,341,288,590,378,482,573
154,new_orleans,590,133,288,491,378,652
155,new_orleans,620,120,164,576,282,10
156,new_orleans,398,380,68,562,106,369
157,new_orleans,227,60,546,109,49,278
158,new_orleans,635,371,133,333,486,198
159,new_orleans,288,221,259,351,334,138
160,new_orleans,206,546,308,133,227,96
161,new_orleans,60,227,219,221,421,512
162,new_orleans,675,490,124,526,515,136
163,new_orleans,275,599,442,334,493,247
164,new_orleans,64,453,308,333,642,60
165,new_orleans,106,60,541,318,179,369
166,new_orleans,585,454,409,639,634,271
167,new_orleans,541,398,106,380,483,216
168,new_orleans,227,60,133,546,369,219
169,new_orleans,192,354,655,459,133,407
170,new_orleans,337,524,86,345,616,330
171,new_orleans,352,647,675,492,526,124
172,new_orleans,519,319,666,541,67,0
173,new_orleans,0,106,59,520,510,435
174,new_orleans,576,223,603,405,636,199
175,new_orleans,438,671,219,54,378,369
176,new_orleans,428,10,437,199,186,226
177,new_orleans,44,496,205,293,78,288
178,new_orleans,675,272,558,561,243,94
179,new_orleans,359,131,288,333,534,149
180,new_orleans,134,165,222,580,326,140
181,new_orleans,379,133,635,16,343,60
182,new_orleans,60,227,219,508,179,427
183,new_orleans,595,406,229,364,575,309
184,new_orleans,67,666,541,519,0,520
185,new_orleans,409,454,639,585,536,629
186,new_orleans,369,259,174,541,60,523
187,new_orleans,541,106,216,380,427,369
188,new_orleans,369,293,343,133,106,75
189,new_orleans,675,490,124,526,515,136
190,new_orleans,508,288,541,519,106,67
191,new_orleans,652,288,78,478,336,482
192,new_orleans,0,106,59,520,510,435
193,new_orleans,318,179,508,369,106,380
194,new_orleans,369,642,134,392,273,342
195,new_orleans,653,34,379,546,509,137
196,new_orleans,675,490,124,526,515,136
197,new_orleans,635,125,379,206,653,441
198,new_orleans,400,246,644,370,250,620
199,new_orleans,675,490,124,526,515,136
200,new_orleans,60,369,227,508,318,505
201,new_orleans,82,675,158,526,515,136
202,new_orleans,675,490,124,526,515,136
203,new_orleans,368,294,353,223,463,556
204,new_orleans,493,75,369,5,497,498
205,new_orleans,45,118,237,395,221,182
206,new_orleans,67,666,541,519,0,520
207,new_orleans,635,62,453,379,293,64
208,new_orleans,359,80,427,491,106,342
209,new_orleans,420,44,496,517,284,590
210,new_orleans,233,343,210,17,635,265
211,new_orleans,1,277,148,486,306,211
212,new_orleans,288,336,122,491,652,286
213,new_orleans,293,343,441,228,635,630
214,new_orleans,427,67,106,369,380,541
215,new_orleans,675,490,124,526,515,136
216,new_orleans,369,106,333,380,131,398
217,new_orleans,671,452,75,438,489,573
218,new_orleans,612,460,198,635,586,644
219,new_orleans,498,221,369,380,288,562
220,new_orleans,595,434,597,241,364,162
221,new_orleans,427,106,541,67,333,369
222,new_orleans,521,438,78,132,44,496
223,new_orleans,565,642,134,673,233,1
224,new_orleans,278,194,109,259,219,60
225,new_orleans,595,428,120,226,127,175
226,new_orleans,546,438,411,37,254,44
227,new_orleans,371,230,299,659,23,438
228,new_orleans,400,187,463,246,610,627
229,new_orleans,407,643,517,444,99,496
230,new_orleans,373,585,374,360,136,454
231,new_orleans,238,340,577,557,675,585
232,new_orleans,293,369,491,343,359,286
233,new_orleans,398,541,106,216,369,75
234,new_orleans,380,334,398,493,573,134
235,new_orleans,374,180,93,340,360,490
236,new_orleans,380,106,359,482,398,333
237,new_orleans,639,236,454,180,490,628
238,new_orleans,288,44,652,354,78,310
239,new_orleans,288,652,78,122,491,286
240,new_orleans,501,320,206,486,152,669
241,new_orleans,41,206,534,96,174,652
242,new_orleans,239,70,87,58,206,305
243,new_orleans,608,206,408,308,87,41
244,new_orleans,371,1,289,644,586,402
245,new_orleans,438,489,75,573,497,496
246,new_orleans,585,409,639,454,271,20
247,new_orleans,284,369,482,652,498,288
248,new_orleans,373,625,639,372,81,111
249,new_orleans,275,493,491,106,398,247
250,new_orleans,380,179,369,508,106,318
251,new_orleans,318,333,131,590,133,179
252,new_orleans,380,106,369,261,398,359
253,new_orleans,0,106,59,520,510,435
254,new_orleans,652,78,204,336,288,77
255,new_orleans,299,501,612,52,198,635
256,new_orleans,369,106,334,216,541,221
257,new_orleans,420,88,284,498,98,115
258,new_orleans,508,288,541,519,106,67
259,new_orleans,154,124,675,352,389,374
260,new_orleans,453,545,548,239,612,450
261,new_orleans,541,106,380,398,483,216
262,new_orleans,541,67,464,288,452,118
263,new_orleans,334,493,562,398,75,68
264,new_orleans,97,493,275,65,351,67
265,new_orleans,322,327,589,273,453,119
266,new_orleans,133,343,293,78,496,517
267,new_orleans,288,369,296,333,545,320
268,new_orleans,294,612,379,52,603,661
269,new_orleans,675,490,124,526,515,136
270,new_orleans,99,241,616,86,496,635
271,new_orleans,206,545,293,408,239,146
272,new_orleans,585,639,158,606,536,271
273,new_orleans,293,527,621,422,41,302
274,new_orleans,496,380,508,106,0,275
275,new_orleans,95,334,351,102,78,489
276,new_orleans,246,627,576,63,659,283
277,new_orleans,333,134,106,482,642,133
278,new_orleans,0,185,380,398,319,435
279,new_orleans,501,41,486,198,21,371
280,new_orleans,553,38,635,70,349,265
281,new_orleans,207,508,445,318,365,430
282,new_orleans,288,493,652,78,369,247
283,new_orleans,496,44,78,288,205,517
284,new_orleans,675,585,634,136,629,628
285,new_orleans,134,565,284,642,80,222
286,new_orleans,133,44,661,379,616,192
287,new_orleans,639,373,271,81,637,585
288,new_orleans,565,642,673,233,134,53
289,new_orleans,675,490,124,526,515,136
290,new_orleans,643,444,546,420,612,80
291,new_orleans,120,250,116,576,405,627
292,new_orleans,164,10,595,620,428,226
293,new_orleans,565,17,288,432,210,652
294,new_orleans,453,61,322,392,645,58
295,new_orleans,418,659,620,576,90,225
296,new_orleans,76,460,643,299,612,635
297,new_orleans,444,406,99,588,595,596
298,new_orleans,293,343,613,262,458,302
299,new_orleans,110,207,288,508,369,201
300,new_orleans,294,290,337,226,437,368
301,new_orleans,0,60,133,644,138,201
302,new_orleans,429,610,428,244,294,90
303,new_orleans,206,198,652,1,21,460
304,new_orleans,78,288,453,369,496,156
305,new_orleans,44,369,407,590,482,288
306,new_orleans,343,293,229,575,583,312
307,new_orleans,453,273,137,64,61,635
308,new_orleans,565,233,432,134,642,53
309,new_orleans,5,378,75,573,117,28
310,new_orleans,415,675,367,74,73,515
311,new_orleans,222,37,565,326,395,220
312,new_orleans,489,234,157,388,252,378
313,new_orleans,420,588,32,652,88,300
314,new_orleans,333,336,496,493,491,288
315,new_orleans,288,482,78,122,336,652
316,new_orleans,612,608,407,186,369,60
317,new_orleans,541,5,671,219,378,407
318,new_orleans,639,409,454,585,373,271
319,new_orleans,111,303,675,74,561,94
320,new_orleans,565,222,265,642,580,326
321,new_orleans,150,596,643,467,183,212
322,new_orleans,612,206,337,255,87,70
323,new_orleans,636,120,244,223,90,370
324,new_orleans,409,454,639,585,373,60
325,new_orleans,418,659,199,503,90,576
326,new_orleans,454,409,585,360,389,536
0,new_york,233,125,642,171,170,329
1,new_york,55,101,570,338,326,165
2,new_york,146,133,507,302,64,198
3,new_york,199,659,627,283,620,485
4,new_york,644,431,339,422,254,646
5,new_york,121,126,379,148,509,635
6,new_york,652,37,219,78,192,501
7,new_york,461,653,153,602,161,458
8,new_york,254,646,591,518,574,80
9,new_york,652,78,430,438,166,219
10,new_york,48,479,145,390,56,599
11,new_york,83,43,356,41,130,224
12,new_york,86,616,661,164,465,31
13,new_york,378,291,208,363,91,234
14,new_york,620,485,199,116,368,283
15,new_york,323,421,425,48,49,291
16,new_york,117,334,398,493,5,523
17,new_york,640,105,307,370,199,627
18,new_york,337,309,245,186,364,597
19,new_york,56,259,46,450,369,148
20,new_york,535,450,320,103,190,108
21,new_york,62,379,254,37,439,163
22,new_york,675,490,124,526,515,136
23,new_york,349,125,653,457,450,451
24,new_york,304,79,452,445,318,319
25,new_york,526,372,606,257,271,625
26,new_york,669,104,4,586,569,57
27,new_york,25,671,323,75,194,291
28,new_york,485,620,199,283,116,250
29,new_york,103,163,83,13,525,379
30,new_york,518,134,565,314,573,80
31,new_york,17,491,316,344,496,444
32,new_york,591,565,134,624,34,80
33,new_york,163,62,379,441,635,408
34,new_york,275,435,0,358,129,106
35,new_york,147,597,127,175,123,437
36,new_york,107,125,458,649,461,349
37,new_york,75,318,78,396,110,133
38,new_york,158,492,372,180,369,367
39,new_york,671,404,157,28,201,376
40,new_york,121,349,293,369,107,527
41,new_york,536,340,585,675,374,557
42,new_york,441,30,393,137,4,296
43,new_york,349,125,604,458,320,416
44,new_york,90,199,663,307,223,503
45,new_york,640,105,426,370,307,564
46,new_york,659,620,283,246,357,640
47,new_york,200,462,365,92,531,674
48,new_york,409,639,585,454,184,82
49,new_york,379,422,653,148,302,461
50,new_york,635,407,191,408,87,146
51,new_york,556,337,375,612,484,485
52,new_york,551,337,309,178,229,86
53,new_york,358,664,179,207,318,79
54,new_york,308,608,646,160,653,458
55,new_york,219,334,573,134,607,65
56,new_york,243,360,73,74,340,647
57,new_york,337,575,153,595,434,597
58,new_york,93,449,324,656,675,74
59,new_york,219,60,133,546,308,608
60,new_york,675,20,585,303,606,158
61,new_york,85,132,49,295,291,641
62,new_york,434,141,660,203,575,645
63,new_york,323,54,578,25,109,197
64,new_york,649,653,501,174,458,667
65,new_york,433,457,151,618,40,548
66,new_york,90,199,116,187,620,405
67,new_york,418,663,636,383,142,283
68,new_york,653,34,441,163,30,608
69,new_york,644,16,671,635,407,125
70,new_york,578,528,403,276,112,266
71,new_york,675,585,634,136,629,628
72,new_york,4,571,342,33,296,516
73,new_york,422,125,152,621,574,379
74,new_york,349,125,107,618,461,108
75,new_york,107,652,458,31,131,461
76,new_york,139,339,624,204,286,4
77,new_york,265,329,624,504,350,646
78,new_york,129,358,435,521,89,235
79,new_york,620,199,246,428,661,427
80,new_york,653,613,163,62,379,4
81,new_york,652,310,149,565,288,336
82,new_york,84,550,439,265,170,171
83,new_york,337,661,620,199,356,485
84,new_york,307,426,640,370,27,105
85,new_york,668,118,9,425,42,417
86,new_york,409,184,536,373,328,639
87,new_york,329,233,306,439,646,440
88,new_york,71,231,122,314,346,581
89,new_york,398,427,237,498,129,221
90,new_york,639,20,409,217,629,532
91,new_york,219,133,75,252,497,396
92,new_york,42,565,149,555,431,339
93,new_york,461,349,107,653,125,298
94,new_york,428,337,383,620,186,199
